,name,period,price,ef_r,yax,currency,noi,yld,rate
455,la moraleja Property,2022-07-01,5333.944724723912,14.205411402555617, -  Per Squared meter,EUR,0.01597925603170651,0.014952424242424246,0.021452424242424245
456,la moraleja Property,2022-10-01,5636.124013247884,14.711276468718712, -  Per Squared meter,EUR,0.015661056890309086,0.028253281249999998,0.03475328125
457,la moraleja Property,2023-01-01,5992.808527978107,15.94450898110448, -  Per Squared meter,EUR,0.015963642662700533,0.035070615384615395,0.04157061538461539
458,la moraleja Property,2023-04-01,6119.868076951132,16.513267061249717, -  Per Squared meter,EUR,0.01618982649979915,0.03883016129032258,0.04533016129032258
459,la moraleja Property,2023-07-01,6230.998832729683,16.425824843954253, -  Per Squared meter,EUR,0.01581687811367322,0.04122169230769231,0.04772169230769231
460,la moraleja Property,2023-10-01,6225.534658245724,16.89546195711053, -  Per Squared meter,EUR,0.01628338404772912,0.03966809523809524,0.04616809523809524
461,la volcana Apartments,2003-07-01,582.3481141061385,6.736955026241457, -  Per Squared meter,USD,0.06941162713215467,0.04193382608695652,0.06193382608695652
462,la volcana Apartments,2003-10-01,601.5870976588818,6.918665891977493, -  Per Squared meter,USD,0.06900413175982627,0.04262122826086956,0.06262122826086956
463,la volcana Apartments,2004-01-01,653.7766795658572,7.3540755897226795, -  Per Squared meter,USD,0.0674916296611208,0.039974626373626365,0.05997462637362637
464,la volcana Apartments,2004-04-01,683.128724084055,7.678379798967221, -  Per Squared meter,USD,0.06744011365584833,0.04577706593406593,0.06577706593406593
465,la volcana Apartments,2004-07-01,729.6160736615642,8.036168269611506, -  Per Squared meter,USD,0.06608545419742866,0.042859152173913034,0.06285915217391304
466,la volcana Apartments,2004-10-01,770.5005502338357,8.36947223278807, -  Per Squared meter,USD,0.06517429920262657,0.04158758695652173,0.06158758695652174
467,la volcana Apartments,2005-01-01,837.7331090251773,9.29250653037015, -  Per Squared meter,USD,0.06655465634765217,0.04289902222222222,0.06289902222222223
468,la volcana Apartments,2005-04-01,860.5834953515326,9.163278871627368, -  Per Squared meter,USD,0.06388650668614788,0.0414963846153846,0.061496384615384606
469,la volcana Apartments,2005-07-01,885.554023247959,9.40959890510914, -  Per Squared meter,USD,0.06375397993629403,0.041970032608695654,0.06197003260869566
470,la volcana Apartments,2005-10-01,911.6517585094917,9.688894044927757, -  Per Squared meter,USD,0.06376707303741934,0.044725456521739135,0.06472545652173914
471,la volcana Apartments,2006-01-01,934.6394983229825,9.713926399262458, -  Per Squared meter,USD,0.06235940006831785,0.0455748,0.0655748
472,la volcana Apartments,2006-04-01,885.957315664983,9.280184850207016, -  Per Squared meter,USD,0.06284852341836458,0.05059930769230769,0.0705993076923077
473,la volcana Apartments,2006-07-01,913.0633523383855,9.408848549625244, -  Per Squared meter,USD,0.06182823037763286,0.04888030434782609,0.06888030434782609
474,la volcana Apartments,2006-10-01,986.1246830893824,9.937885983187641, -  Per Squared meter,USD,0.06046630504402578,0.046273163043478255,0.06627316304347826
475,la volcana Apartments,2007-01-01,1066.580593215671,10.57692730736274, -  Per Squared meter,USD,0.059500017390007036,0.04678804444444444,0.06678804444444444
476,la volcana Apartments,2007-04-01,1224.272430213052,11.853271481825615, -  Per Squared meter,USD,0.05809134236452357,0.048424120879120874,0.06842412087912088
477,la volcana Apartments,2007-07-01,1277.778342845547,11.774910027962852, -  Per Squared meter,USD,0.05529085741932702,0.04731413043478261,0.06731413043478261
478,la volcana Apartments,2007-10-01,1334.037802670819,12.083485204811979, -  Per Squared meter,USD,0.05434696909167113,0.04256776086956521,0.06256776086956521
479,la volcana Apartments,2008-01-01,1440.343841919544,12.939388387209606, -  Per Squared meter,USD,0.05390124778802249,0.036362956043956035,0.05636295604395604
480,la volcana Apartments,2008-04-01,1604.068025626208,14.279474090158264, -  Per Squared meter,USD,0.05341222639700858,0.03861756043956044,0.05861756043956044
481,la volcana Apartments,2008-07-01,1548.515472737788,13.507932056580982, -  Per Squared meter,USD,0.05233889732867382,0.0385636847826087,0.058563684782608705
482,la volcana Apartments,2008-10-01,1337.448634152764,11.25200114942943, -  Per Squared meter,USD,0.05047820542232901,0.03215653260869565,0.052156532608695655
483,la volcana Apartments,2009-01-01,1295.014539716484,10.822845882273592, -  Per Squared meter,USD,0.05014389669158321,0.02706626666666667,0.04706626666666667
484,la volcana Apartments,2009-04-01,1432.848531821046,11.759630042535292, -  Per Squared meter,USD,0.049243013960127355,0.0330422967032967,0.0530422967032967
485,la volcana Apartments,2009-07-01,1605.075218980913,13.358207001228049, -  Per Squared meter,USD,0.049934882215835516,0.03501017391304348,0.055010173913043484
486,la volcana Apartments,2009-10-01,1659.589171183425,13.495570001156869, -  Per Squared meter,USD,0.04879124388911289,0.03446005434782608,0.05446005434782608
487,la volcana Apartments,2010-01-01,1708.526618981625,14.10683272950608, -  Per Squared meter,USD,0.04954034396460684,0.037015599999999996,0.0570156
488,la volcana Apartments,2010-04-01,1736.490420499519,13.784647544322851, -  Per Squared meter,USD,0.04762933575075257,0.03472313186813186,0.054723131868131866
489,la volcana Apartments,2010-07-01,1903.725189309615,14.760833775030534, -  Per Squared meter,USD,0.04652194715262514,0.027772521739130435,0.047772521739130436
490,la volcana Apartments,2010-10-01,1909.332507153445,14.706027659453936, -  Per Squared meter,USD,0.046213095742172076,0.02846854347826087,0.04846854347826087
491,la volcana Apartments,2011-01-01,1943.353690783568,14.805163749514282, -  Per Squared meter,USD,0.04571014680362621,0.034341344444444435,0.05434134444444444
492,la volcana Apartments,2011-04-01,2076.509020920179,15.697461870601275, -  Per Squared meter,USD,0.04535726561971344,0.03185416483516483,0.051854164835164834
493,la volcana Apartments,2011-07-01,2125.779858265736,15.776005440552607, -  Per Squared meter,USD,0.044527674055834916,0.024121673913043474,0.044121673913043474
494,la volcana Apartments,2011-10-01,2037.775587717996,14.778423635634457, -  Per Squared meter,USD,0.0435133988002597,0.02037721739130435,0.04037721739130435
495,la volcana Apartments,2012-01-01,2236.254914510668,16.105385925762164, -  Per Squared meter,USD,0.04321167275141252,0.02017664835164835,0.04017664835164835
496,la volcana Apartments,2012-04-01,2320.095206985216,16.3536132135567, -  Per Squared meter,USD,0.04229209171499548,0.018039802197802202,0.0380398021978022
497,la volcana Apartments,2012-07-01,2366.836029462077,16.09901089954652, -  Per Squared meter,USD,0.04081147328961041,0.016254673913043475,0.036254673913043475
498,la volcana Apartments,2012-10-01,2411.55349209991,16.062885600175573, -  Per Squared meter,USD,0.039964825129021254,0.016895326086956524,0.036895326086956524
499,la volcana Apartments,2013-01-01,2499.032244490252,16.501085346815493, -  Per Squared meter,USD,0.03961794102464177,0.019283033333333335,0.039283033333333335
500,la volcana Apartments,2013-04-01,2479.8979440259,15.825834297529997, -  Per Squared meter,USD,0.03828988447445089,0.019750263736263738,0.03975026373626374
501,la volcana Apartments,2013-07-01,2478.500829547617,15.4106496818587, -  Per Squared meter,USD,0.03730638174046082,0.026953282608695655,0.046953282608695655
502,la volcana Apartments,2013-10-01,2513.65926076729,15.482515759849626, -  Per Squared meter,USD,0.036956120508848,0.02733794565217391,0.04733794565217391
503,la volcana Apartments,2014-01-01,2480.645164257003,14.659816856270243, -  Per Squared meter,USD,0.035458074538430286,0.02755097777777778,0.04755097777777778
504,la volcana Apartments,2014-04-01,2667.711330067219,15.697287946786357, -  Per Squared meter,USD,0.035305067163449416,0.02608876923076924,0.04608876923076924
505,la volcana Apartments,2014-07-01,2691.5896815316,15.91165269929085, -  Per Squared meter,USD,0.03546971399497255,0.02486604347826087,0.04486604347826087
506,la volcana Apartments,2014-10-01,2398.478992815581,14.050928059843798, -  Per Squared meter,USD,0.0351495963114925,0.022648728260869565,0.042648728260869566
507,la volcana Apartments,2015-01-01,2159.886593069071,12.703779847197573, -  Per Squared meter,USD,0.03529013019839969,0.019670200000000002,0.0396702
508,la volcana Apartments,2015-04-01,2178.009589629661,12.583762569785328, -  Per Squared meter,USD,0.0346658599568196,0.021531857142857148,0.04153185714285715
509,la volcana Apartments,2015-07-01,1867.263664813019,10.79650126746663, -  Per Squared meter,USD,0.03469194459545514,0.022143967391304354,0.042143967391304354
510,la volcana Apartments,2015-10-01,1826.230303920638,10.655409877227298, -  Per Squared meter,USD,0.03500788434301552,0.021806923913043483,0.041806923913043484
511,la volcana Apartments,2016-01-01,1390.513880904294,10.344436758681562, -  Per Squared meter,USD,0.04463574323452675,0.019168879120879122,0.03916887912087912
512,la volcana Apartments,2016-04-01,1352.411155762954,11.185025207196448, -  Per Squared meter,USD,0.04962259513847247,0.017444373626373622,0.03744437362637362
513,la volcana Apartments,2016-07-01,1401.13051532918,11.713393609475398, -  Per Squared meter,USD,0.05015975377592915,0.015583554347826083,0.035583554347826084
514,la volcana Apartments,2016-10-01,1390.903461630444,11.581260374000763, -  Per Squared meter,USD,0.04995858027598113,0.021299489130434782,0.04129948913043478
515,la volcana Apartments,2017-01-01,1461.007140184295,12.061112606507331, -  Per Squared meter,USD,0.049532047892603376,0.02442081111111111,0.04442081111111111
516,la volcana Apartments,2017-04-01,1479.127599151355,12.445215186254968, -  Per Squared meter,USD,0.05048333298653357,0.022559846153846156,0.042559846153846156
517,la volcana Apartments,2017-07-01,1478.897027479166,11.994854762836754, -  Per Squared meter,USD,0.048664056550099734,0.022373510869565214,0.042373510869565215
518,la volcana Apartments,2017-10-01,1490.844002220675,11.99855961887588, -  Per Squared meter,USD,0.04828899442599032,0.023700913043478263,0.043700913043478264
519,la volcana Apartments,2018-01-01,1587.277145441544,12.81482930741551, -  Per Squared meter,USD,0.04844080069149129,0.027541511111111115,0.047541511111111115
520,la volcana Apartments,2018-04-01,1629.641240381373,12.967699601563387, -  Per Squared meter,USD,0.0477443720012706,0.02919126373626373,0.04919126373626373
521,la volcana Apartments,2018-07-01,1598.538313356513,12.524309866557422, -  Per Squared meter,USD,0.0470091073648137,0.029177945652173912,0.04917794565217391
522,la volcana Apartments,2018-10-01,1517.433131418682,11.674287961682982, -  Per Squared meter,USD,0.04616066851302409,0.030362239130434784,0.050362239130434784
523,la volcana Apartments,2019-01-01,1566.767931539434,11.964921859345791, -  Per Squared meter,USD,0.045820143309633396,0.026483777777777776,0.04648377777777778
524,la volcana Apartments,2019-04-01,1538.817996537704,11.81049053467157, -  Per Squared meter,USD,0.04605024334747124,0.02333271428571428,0.04333271428571428
525,la volcana Apartments,2019-07-01,1504.013111460903,11.463163497652989, -  Per Squared meter,USD,0.045730306778449824,0.017925108695652173,0.037925108695652174
526,la volcana Apartments,2019-10-01,1493.906685302618,11.309125735096469, -  Per Squared meter,USD,0.045421012622909304,0.01790935869565218,0.03790935869565218
527,la volcana Apartments,2020-01-01,1454.903948466098,11.011366368403003, -  Per Squared meter,USD,0.045410694142437084,0.013767076923076927,0.03376707692307693
528,la volcana Apartments,2020-04-01,1359.653215391645,10.388565367666573, -  Per Squared meter,USD,0.04584359563187957,0.006787263736263736,0.026787263736263736
529,la volcana Apartments,2020-07-01,1405.673876217208,10.379302093416475, -  Per Squared meter,USD,0.04430317274451207,0.006458163043478262,0.026458163043478262
530,la volcana Apartments,2020-10-01,1438.460393917363,10.863889271226693, -  Per Squared meter,USD,0.04531465440619203,0.008540815217391303,0.028540815217391304
531,la volcana Apartments,2021-01-01,1492.137518666163,11.173443318668776, -  Per Squared meter,USD,0.044929277009227,0.013100944444444446,0.03310094444444445
532,la volcana Apartments,2021-04-01,1459.198321324668,11.154255304892725, -  Per Squared meter,USD,0.0458645893785027,0.01579798901098901,0.03579798901098901
533,la volcana Apartments,2021-07-01,1428.397936020429,10.665078106972718, -  Per Squared meter,USD,0.04479876862614083,0.01318886956521739,0.03318886956521739
534,la volcana Apartments,2021-10-01,1438.069895755949,10.550981413976972, -  Per Squared meter,USD,0.04402142668495532,0.015224673913043479,0.03522467391304348
535,la volcana Apartments,2022-01-01,1458.676634446371,10.931848780929334, -  Per Squared meter,USD,0.04496616394384803,0.019318333333333337,0.03931833333333334
536,la volcana Apartments,2022-04-01,1488.194525704484,11.095894268428255, -  Per Squared meter,USD,0.04473566087004249,0.029186923076923072,0.04918692307692307
537,la volcana Apartments,2022-07-01,1354.991646612881,10.492472489456443, -  Per Squared meter,USD,0.04646141922284836,0.03082071739130435,0.05082071739130435
538,la volcana Apartments,2022-10-01,1257.450287986196,9.70253377934622, -  Per Squared meter,USD,0.04629622596795366,0.03819154347826087,0.058191543478260874
539,la volcana Apartments,2023-01-01,1309.396981747649,10.251939454105045, -  Per Squared meter,USD,0.046977072333350606,0.03644471111111111,0.056444711111111115
540,la volcana Apartments,2023-04-01,1451.185401637936,11.299332903283004, -  Per Squared meter,USD,0.046717667737821426,0.035932131868131864,0.05593213186813187
541,la volcana Apartments,2023-07-01,1632.796658879932,12.656825297857829, -  Per Squared meter,USD,0.04650974227203591,0.0413559347826087,0.0613559347826087
542,la volcana Apartments,2023-10-01,1634.243681581129,12.620470085466666, -  Per Squared meter,USD,0.046335085376948346,0.044335195652173906,0.06433519565217391
543,lagasca Property,2009-04-01,6728.219472238592,21.42683359795757, -  Per Squared meter,EUR,0.019107730078990873,0.01673209677419355,0.02323209677419355
544,lagasca Property,2009-07-01,6752.030687621123,20.996146354302276, -  Per Squared meter,EUR,0.01865762819425186,0.013369393939393941,0.01986939393939394
545,lagasca Property,2009-10-01,7035.660829009501,21.641737029856902, -  Per Squared meter,EUR,0.018456037795872845,0.012386615384615385,0.018886615384615384
546,lagasca Property,2010-01-01,6513.324738574713,20.054128688985465, -  Per Squared meter,EUR,0.01847363320015317,0.012237301587301592,0.01873730158730159
547,lagasca Property,2010-04-01,5990.513913970898,18.856790576303627, -  Per Squared meter,EUR,0.01888665064176853,0.01252825396825397,0.01902825396825397
548,lagasca Property,2010-07-01,6119.7280190512,18.07661770759085, -  Per Squared meter,EUR,0.017722961855151306,0.014049545454545457,0.020549545454545456
549,lagasca Property,2010-10-01,6358.39433702571,19.21518461020473, -  Per Squared meter,EUR,0.018132110333244685,0.015211060606060606,0.021711060606060605
550,lagasca Property,2011-01-01,6350.340612728274,19.386974455062067, -  Per Squared meter,EUR,0.018317418517240364,0.01735671875,0.02385671875
551,lagasca Property,2011-04-01,6631.317870234496,20.313376144784662, -  Per Squared meter,EUR,0.018379492470988735,0.021275238095238094,0.027775238095238092
552,lagasca Property,2011-07-01,6372.700075506965,19.49681167683545, -  Per Squared meter,EUR,0.01835656294427234,0.021141969696969697,0.027641969696969696
553,lagasca Property,2011-10-01,5994.488480835537,19.03269585883177, -  Per Squared meter,EUR,0.019050195111405644,0.02052390625,0.02702390625
554,lagasca Property,2012-01-01,5756.348930964906,17.858521515643535, -  Per Squared meter,EUR,0.018614425633141744,0.016710461538461542,0.02321046153846154
555,lagasca Property,2012-04-01,5431.272620532038,17.109278510318767, -  Per Squared meter,EUR,0.01890085035942398,0.012813225806451611,0.01931322580645161
556,lagasca Property,2012-07-01,5224.102317445024,16.697753560825582, -  Per Squared meter,EUR,0.019177748688113786,0.008968769230769232,0.01546876923076923
557,lagasca Property,2012-10-01,5400.039101083138,17.08675822572529, -  Per Squared meter,EUR,0.01898514944711941,0.005987031250000001,0.01248703125
558,lagasca Property,2013-01-01,5491.408358280394,16.96567226129432, -  Per Squared meter,EUR,0.01853696300226381,0.005715967741935483,0.012215967741935483
559,lagasca Property,2013-04-01,5343.685224984254,16.602030746048, -  Per Squared meter,EUR,0.018641102587883353,0.005060476190476191,0.01156047619047619
560,lagasca Property,2013-07-01,5325.003196151484,16.91239675165019, -  Per Squared meter,EUR,0.01905621025415332,0.005367727272727273,0.011867727272727273
561,lagasca Property,2013-10-01,5470.164411702429,17.74033132663152, -  Per Squared meter,EUR,0.01945864510618286,0.005300937500000003,0.011800937500000002
562,lagasca Property,2014-01-01,5555.043711323978,17.437622879088323, -  Per Squared meter,EUR,0.018834367956682318,0.005630158730158729,0.012130158730158729
563,lagasca Property,2014-04-01,5549.039162048502,17.85149928713001, -  Per Squared meter,EUR,0.019302259831815525,0.005690967741935484,0.012190967741935484
564,lagasca Property,2014-07-01,5420.98688867796,17.34422626078298, -  Per Squared meter,EUR,0.019196755074623827,0.004399242424242424,0.010899242424242424
565,lagasca Property,2014-10-01,5155.055994767157,16.362219435295753, -  Per Squared meter,EUR,0.019044083461252255,0.0033371875000000007,0.0098371875
566,lagasca Property,2015-01-01,4634.267276631985,15.097782057695646, -  Per Squared meter,EUR,0.019547144551405538,0.002545238095238096,0.009045238095238096
567,lagasca Property,2015-04-01,4643.783622858264,14.860108451702157, -  Per Squared meter,EUR,0.01920000110929679,0.0016938709677419362,0.008193870967741936
568,lagasca Property,2015-07-01,4733.471069318646,15.180007512486648, -  Per Squared meter,EUR,0.019241703126756472,0.0016080303030303047,0.008108030303030304
569,lagasca Property,2015-10-01,4728.195764454369,15.13404660242811, -  Per Squared meter,EUR,0.01920484771320534,0.0008872307692307695,0.007387230769230769
570,lagasca Property,2016-01-01,4760.065548062589,15.597730072034311, -  Per Squared meter,EUR,0.019660733552355553,6.806451612903323e-05,0.006568064516129033
571,lagasca Property,2016-04-01,4858.159339222402,16.330732978504113, -  Per Squared meter,EUR,0.020169037495321854,-0.00016892307692307606,0.006331076923076924
572,lagasca Property,2016-07-01,4850.98616291457,15.899089768594727, -  Per Squared meter,EUR,0.019664978502897525,-0.0005369696969696964,0.005963030303030303
573,lagasca Property,2016-10-01,4782.173222120991,16.197052833461107, -  Per Squared meter,EUR,0.020321789380449148,-0.0007440624999999999,0.0057559375
574,lagasca Property,2017-01-01,4863.437209755314,16.387522648537026, -  Per Squared meter,EUR,0.020217210925227307,-0.0010335384615384607,0.005466461538461539
575,lagasca Property,2017-04-01,5091.40555503149,17.41183360975215, -  Per Squared meter,EUR,0.020519088595343054,-0.0013259677419354835,0.005174032258064516
576,lagasca Property,2017-07-01,5708.887013321564,18.601566635998978, -  Per Squared meter,EUR,0.019550115382482743,-0.0015947692307692303,0.004905230769230769
577,lagasca Property,2017-10-01,5883.775949628582,19.327272470620386, -  Per Squared meter,EUR,0.019709050075409927,-0.00185984126984127,0.00464015873015873
578,lagasca Property,2018-01-01,6436.152232276304,20.83126245303734, -  Per Squared meter,EUR,0.019419611315504747,-0.0019026984126984123,0.004597301587301587
579,lagasca Property,2018-04-01,6431.054103930019,20.714403247238774, -  Per Squared meter,EUR,0.019325979454516046,-0.0018636507936507932,0.0046363492063492065
580,lagasca Property,2018-07-01,6504.8010117187,20.092135689226012, -  Per Squared meter,EUR,0.01853289807300402,-0.001718,0.004782
581,lagasca Property,2018-10-01,6479.317602381707,19.682328192876007, -  Per Squared meter,EUR,0.018226297336288368,-0.0014415624999999993,0.0050584375
582,lagasca Property,2019-01-01,6505.45855887056,19.84848105451508, -  Per Squared meter,EUR,0.018306301584951813,-0.00111126984126984,0.00538873015873016
583,lagasca Property,2019-04-01,6525.465207057171,19.842222238718943, -  Per Squared meter,EUR,0.01824442084275611,-0.0014508064516129031,0.005049193548387097
584,lagasca Property,2019-07-01,6412.904067822784,19.478941500977115, -  Per Squared meter,EUR,0.018224761788077384,-0.0032539393939393937,0.003246060606060606
585,lagasca Property,2019-10-01,6380.94493546866,19.422621791676818, -  Per Squared meter,EUR,0.018263083591631358,-0.0028024999999999994,0.0036975000000000003
586,lagasca Property,2020-01-01,6357.379872729029,18.825922761004282, -  Per Squared meter,EUR,0.017767624214271995,-0.0026845312499999994,0.0038154687500000003
587,lagasca Property,2020-04-01,6391.849329348808,19.50428183602401, -  Per Squared meter,EUR,0.018308580973398266,-0.001134677419354838,0.005365322580645162
588,lagasca Property,2020-07-01,6683.24502780297,20.399846442413093, -  Per Squared meter,EUR,0.018314318590039135,-0.003495757575757575,0.003004242424242425
589,lagasca Property,2020-10-01,6766.83660257651,19.377360529197915, -  Per Squared meter,EUR,0.01718146454591785,-0.004810923076923076,0.0016890769230769231
590,lagasca Property,2021-01-01,6857.914685495459,19.05656045182166, -  Per Squared meter,EUR,0.016672613754259522,-0.004969206349206349,0.0015307936507936509
591,lagasca Property,2021-04-01,6982.088873731698,18.9040349595641, -  Per Squared meter,EUR,0.01624502520787351,-0.004826666666666666,0.001673333333333334
592,lagasca Property,2021-07-01,6997.751853961578,18.761733571253608, -  Per Squared meter,EUR,0.01608665236733039,-0.004937575757575757,0.0015624242424242423
593,lagasca Property,2021-10-01,6782.509108878713,18.624603170155748, -  Per Squared meter,EUR,0.016475852406102946,-0.004889545454545454,0.0016104545454545456
594,lagasca Property,2022-01-01,6807.13157038482,18.789211641920144, -  Per Squared meter,EUR,0.016561347270264044,-0.0034648437499999996,0.00303515625
595,lagasca Property,2022-04-01,6755.50410457693,18.467712211686717, -  Per Squared meter,EUR,0.016402369320603002,0.004016190476190478,0.010516190476190478
596,lagasca Property,2022-07-01,6492.797730082851,17.993738067995647, -  Per Squared meter,EUR,0.016628028916988336,0.014952424242424246,0.021452424242424245
597,lagasca Property,2022-10-01,6580.976617725745,18.840264330990042, -  Per Squared meter,EUR,0.01717702288767669,0.028253281249999998,0.03475328125
598,lagasca Property,2023-01-01,6910.597049780065,20.233233085222313, -  Per Squared meter,EUR,0.01756713604292664,0.035070615384615395,0.04157061538461539
599,lagasca Property,2023-04-01,7132.283526658511,21.678606611486202, -  Per Squared meter,EUR,0.018237025937449802,0.03883016129032258,0.04533016129032258
600,lagasca Property,2023-07-01,7294.270858351987,22.01465094090034, -  Per Squared meter,EUR,0.01810844541016194,0.04122169230769231,0.04772169230769231
601,lagasca Property,2023-10-01,7385.972599375407,22.893082950359236, -  Per Squared meter,EUR,0.018597211924909,0.03966809523809524,0.04616809523809524
